,DC,Fixed_Den_Pitt,Fixed_Plant_Const,From Camden,From Modesto,Number of DCs,cost,min_time
1,Knoxville,FALSE,TRUE,0,0,10,20197901.82,1
1,Louisville,FALSE,TRUE,0,0,10,20197901.82,1
1,Memphis,FALSE,TRUE,0,760076,10,20197901.82,1
1,Nashville,FALSE,TRUE,468492,0,10,20197901.82,1
1,Pittsburgh,FALSE,TRUE,3546949,0,10,20197901.82,1
1,Atlanta,FALSE,TRUE,577560,0,11,20180052.73,1
1,Charleston,FALSE,TRUE,1298985,0,11,20180052.73,1
1,Charlotte,FALSE,TRUE,466784,0,11,20180052.73,1
1,Chattanooga,FALSE,TRUE,0,0,11,20180052.73,1
1,Chicago,FALSE,TRUE,0,895589,11,20180052.73,1
1,Cincinnati,FALSE,TRUE,0,0,11,20180052.73,1
1,Dallas,FALSE,TRUE,0,2404495,11,20180052.73,1
1,Denver,FALSE,TRUE,0,2949479,11,20180052.73,1
1,Greenville,FALSE,TRUE,2893890,0,11,20180052.73,1
1,Indianapolis,FALSE,TRUE,961606,1045050,11,20180052.73,1
1,Knoxville,FALSE,TRUE,0,0,11,20180052.73,1
1,Louisville,FALSE,TRUE,0,0,11,20180052.73,1
1,Memphis,FALSE,TRUE,0,760076,11,20180052.73,1
1,Nashville,FALSE,TRUE,468492,0,11,20180052.73,1
1,Pittsburgh,FALSE,TRUE,2332683,0,11,20180052.73,1
1,Atlanta,FALSE,TRUE,577560,0,12,20176698.31,1
1,Charleston,FALSE,TRUE,1298985,0,12,20176698.31,1
1,Charlotte,FALSE,TRUE,466784,0,12,20176698.31,1
1,Chattanooga,FALSE,TRUE,0,0,12,20176698.31,1
1,Chicago,FALSE,TRUE,0,895589,12,20176698.31,1
1,Cincinnati,FALSE,TRUE,0,0,12,20176698.31,1
1,Dallas,FALSE,TRUE,0,2404495,12,20176698.31,1
1,Denver,FALSE,TRUE,0,2949479,12,20176698.31,1
1,Greenville,FALSE,TRUE,2836650,0,12,20176698.31,1
1,Indianapolis,FALSE,TRUE,961606,1045050,12,20176698.31,1
1,Knoxville,FALSE,TRUE,192466,0,12,20176698.31,1
1,Louisville,FALSE,TRUE,0,0,12,20176698.31,1
1,Memphis,FALSE,TRUE,0,760076,12,20176698.31,1
1,Nashville,FALSE,TRUE,333266,0,12,20176698.31,1
1,Pittsburgh,FALSE,TRUE,2332683,0,12,20176698.31,1
1,Atlanta,FALSE,TRUE,577560,0,13,20176698.31,1
1,Charleston,FALSE,TRUE,1298985,0,13,20176698.31,1
1,Charlotte,FALSE,TRUE,466784,0,13,20176698.31,1
1,Chattanooga,FALSE,TRUE,0,0,13,20176698.31,1
1,Chicago,FALSE,TRUE,0,895589,13,20176698.31,1
1,Cincinnati,FALSE,TRUE,0,0,13,20176698.31,1
1,Dallas,FALSE,TRUE,0,2404495,13,20176698.31,1
1,Denver,FALSE,TRUE,0,2949479,13,20176698.31,1
1,Greenville,FALSE,TRUE,2836650,0,13,20176698.31,1
1,Indianapolis,FALSE,TRUE,961606,1045050,13,20176698.31,1
1,Knoxville,FALSE,TRUE,192466,0,13,20176698.31,1
1,Louisville,FALSE,TRUE,0,0,13,20176698.31,1
1,Memphis,FALSE,TRUE,0,760076,13,20176698.31,1
1,Nashville,FALSE,TRUE,333266,0,13,20176698.31,1
1,Pittsburgh,FALSE,TRUE,2332683,0,13,20176698.31,1
1,Atlanta,FALSE,TRUE,577560,0,14,20176698.31,1
1,Charleston,FALSE,TRUE,1298985,0,14,20176698.31,1
1,Charlotte,FALSE,TRUE,466784,0,14,20176698.31,1
1,Chattanooga,FALSE,TRUE,0,0,14,20176698.31,1
1,Chicago,FALSE,TRUE,0,895589,14,20176698.31,1
1,Cincinnati,FALSE,TRUE,0,0,14,20176698.31,1
1,Dallas,FALSE,TRUE,0,2404495,14,20176698.31,1
1,Denver,FALSE,TRUE,0,2949479,14,20176698.31,1
1,Greenville,FALSE,TRUE,2836650,0,14,20176698.31,1
1,Indianapolis,FALSE,TRUE,961606,1045050,14,20176698.31,1
1,Knoxville,FALSE,TRUE,192466,0,14,20176698.31,1
1,Louisville,FALSE,TRUE,0,0,14,20176698.31,1
1,Memphis,FALSE,TRUE,0,760076,14,20176698.31,1
1,Nashville,FALSE,TRUE,333266,0,14,20176698.31,1
1,Pittsburgh,FALSE,TRUE,2332683,0,14,20176698.31,1
1,Atlanta,FALSE,TRUE,577560,0,15,20176698.31,1
1,Charleston,FALSE,TRUE,1298985,0,15,20176698.31,1
1,Charlotte,FALSE,TRUE,466784,0,15,20176698.31,1
1,Chattanooga,FALSE,TRUE,0,0,15,20176698.31,1
1,Chicago,FALSE,TRUE,0,1141495,15,20176698.31,1
1,Cincinnati,FALSE,TRUE,0,0,15,20176698.31,1
1,Dallas,FALSE,TRUE,0,2404495,15,20176698.31,1
1,Denver,FALSE,TRUE,0,2996059,15,20176698.31,1
1,Greenville,FALSE,TRUE,2765974,0,15,20176698.31,1
1,Indianapolis,FALSE,TRUE,1611454,419298,15,20176698.31,1
1,Knoxville,FALSE,TRUE,192466,0,15,20176698.31,1
1,Louisville,FALSE,TRUE,0,0,15,20176698.31,1
1,Memphis,FALSE,TRUE,0,809650,15,20176698.31,1
1,Nashville,FALSE,TRUE,0,283692,15,20176698.31,1
1,Pittsburgh,FALSE,TRUE,2086777,0,15,20176698.31,1
1,Atlanta,TRUE,TRUE,0,0,2,12569546.32,5
1,Charleston,TRUE,TRUE,0,0,2,12569546.32,5
1,Charlotte,TRUE,TRUE,0,0,2,12569546.32,5
1,Chattanooga,TRUE,TRUE,0,0,2,12569546.32,5
1,Chicago,TRUE,TRUE,0,0,2,12569546.32,5
1,Cincinnati,TRUE,TRUE,0,0,2,12569546.32,5
1,Dallas,TRUE,TRUE,0,0,2,12569546.32,5
1,Denver,TRUE,TRUE,0,7390682,2,12569546.32,5
1,Greenville,TRUE,TRUE,0,0,2,12569546.32,5
1,Indianapolis,TRUE,TRUE,0,0,2,12569546.32,5
1,Knoxville,TRUE,TRUE,0,0,2,12569546.32,5
1,Louisville,TRUE,TRUE,0,0,2,12569546.32,5
1,Memphis,TRUE,TRUE,0,0,2,12569546.32,5
1,Nashville,TRUE,TRUE,0,0,2,12569546.32,5
1,Pittsburgh,TRUE,TRUE,9000000,664007,2,12569546.32,5
1,Atlanta,TRUE,TRUE,0,0,3,12142364.2,5
1,Charleston,TRUE,TRUE,0,0,3,12142364.2,5
1,Charlotte,TRUE,TRUE,0,0,3,12142364.2,5
1,Chattanooga,TRUE,TRUE,0,0,3,12142364.2,5
1,Chicago,TRUE,TRUE,0,0,3,12142364.2,5
1,Cincinnati,TRUE,TRUE,0,0,3,12142364.2,5
1,Dallas,TRUE,TRUE,0,0,3,12142364.2,5
1,Denver,TRUE,TRUE,0,3937414,3,12142364.2,5
1,Greenville,TRUE,TRUE,0,0,3,12142364.2,5
1,Indianapolis,TRUE,TRUE,5530865,4117275,3,12142364.2,5
1,Knoxville,TRUE,TRUE,0,0,3,12142364.2,5
1,Louisville,TRUE,TRUE,0,0,3,12142364.2,5
1,Memphis,TRUE,TRUE,0,0,3,12142364.2,5
1,Nashville,TRUE,TRUE,0,0,3,12142364.2,5
1,Pittsburgh,TRUE,TRUE,3469135,0,3,12142364.2,5
1,Atlanta,TRUE,TRUE,0,0,4,11852429.49,5
1,Charleston,TRUE,TRUE,0,0,4,11852429.49,5
1,Charlotte,TRUE,TRUE,0,0,4,11852429.49,5
1,Chattanooga,TRUE,TRUE,0,0,4,11852429.49,5
1,Chicago,TRUE,TRUE,0,0,4,11852429.49,5
1,Cincinnati,TRUE,TRUE,0,0,4,11852429.49,5
1,Dallas,TRUE,TRUE,0,5119009,4,11852429.49,5
1,Denver,TRUE,TRUE,0,2935680,4,11852429.49,5
1,Greenville,TRUE,TRUE,5098965,0,4,11852429.49,5
1,Indianapolis,TRUE,TRUE,0,0,4,11852429.49,5
1,Knoxville,TRUE,TRUE,0,0,4,11852429.49,5
1,Louisville,TRUE,TRUE,0,0,4,11852429.49,5
1,Memphis,TRUE,TRUE,0,0,4,11852429.49,5
1,Nashville,TRUE,TRUE,0,0,4,11852429.49,5
1,Pittsburgh,TRUE,TRUE,3901035,0,4,11852429.49,5
1,Atlanta,TRUE,TRUE,0,0,5,11657265.78,5
1,Charleston,TRUE,TRUE,0,0,5,11657265.78,5
1,Charlotte,TRUE,TRUE,0,0,5,11657265.78,5
1,Chattanooga,TRUE,TRUE,0,0,5,11657265.78,5
1,Chicago,TRUE,TRUE,0,0,5,11657265.78,5
1,Cincinnati,TRUE,TRUE,0,0,5,11657265.78,5
1,Dallas,TRUE,TRUE,0,3667652,5,11657265.78,5
1,Denver,TRUE,TRUE,0,2846338,5,11657265.78,5
1,Greenville,TRUE,TRUE,3589050,0,5,11657265.78,5
1,Indianapolis,TRUE,TRUE,2809173,1540699,5,11657265.78,5
1,Knoxville,TRUE,TRUE,0,0,5,11657265.78,5
1,Louisville,TRUE,TRUE,0,0,5,11657265.78,5
1,Memphis,TRUE,TRUE,0,0,5,11657265.78,5
1,Nashville,TRUE,TRUE,0,0,5,11657265.78,5
1,Pittsburgh,TRUE,TRUE,2601777,0,5,11657265.78,5
1,Atlanta,TRUE,TRUE,0,0,6,11630776.38,5
1,Charleston,TRUE,TRUE,1635612,0,6,11630776.38,5
1,Charlotte,TRUE,TRUE,0,0,6,11630776.38,5
1,Chattanooga,TRUE,TRUE,0,0,6,11630776.38,5
1,Chicago,TRUE,TRUE,0,0,6,11630776.38,5
1,Cincinnati,TRUE,TRUE,0,0,6,11630776.38,5
1,Dallas,TRUE,TRUE,0,3667652,6,11630776.38,5
1,Denver,TRUE,TRUE,0,2846338,6,11630776.38,5
1,Greenville,TRUE,TRUE,3362687,0,6,11630776.38,5
1,Indianapolis,TRUE,TRUE,2535212,1540699,6,11630776.38,5
1,Knoxville,TRUE,TRUE,0,0,6,11630776.38,5
1,Louisville,TRUE,TRUE,0,0,6,11630776.38,5
1,Memphis,TRUE,TRUE,0,0,6,11630776.38,5
1,Nashville,TRUE,TRUE,0,0,6,11630776.38,5
1,Pittsburgh,TRUE,TRUE,1466489,0,6,11630776.38,5
1,Atlanta,TRUE,TRUE,0,0,7,11607942.13,5
1,Charleston,TRUE,TRUE,1635612,0,7,11607942.13,5
1,Charlotte,TRUE,TRUE,0,0,7,11607942.13,5
1,Chattanooga,TRUE,TRUE,0,0,7,11607942.13,5
1,Chicago,TRUE,TRUE,0,513058,7,11607942.13,5
1,Cincinnati,TRUE,TRUE,0,0,7,11607942.13,5
1,Dallas,TRUE,TRUE,0,3653839,7,11607942.13,5
1,Denver,TRUE,TRUE,0,2846338,7,11607942.13,5
1,Greenville,TRUE,TRUE,3344014,0,7,11607942.13,5
1,Indianapolis,TRUE,TRUE,2553885,1041454,7,11607942.13,5
1,Knoxville,TRUE,TRUE,0,0,7,11607942.13,5
1,Louisville,TRUE,TRUE,0,0,7,11607942.13,5
1,Memphis,TRUE,TRUE,0,0,7,11607942.13,5
1,Nashville,TRUE,TRUE,0,0,7,11607942.13,5
1,Pittsburgh,TRUE,TRUE,1466489,0,7,11607942.13,5
1,Atlanta,TRUE,TRUE,0,0,8,11588393.56,5
1,Charleston,TRUE,TRUE,1635612,0,8,11588393.56,5
1,Charlotte,TRUE,TRUE,0,0,8,11588393.56,5
1,Chattanooga,TRUE,TRUE,0,0,8,11588393.56,5
1,Chicago,TRUE,TRUE,0,513058,8,11588393.56,5
1,Cincinnati,TRUE,TRUE,0,0,8,11588393.56,5
1,Dallas,TRUE,TRUE,0,3327171,8,11588393.56,5
1,Denver,TRUE,TRUE,0,2846338,8,11588393.56,5
1,Greenville,TRUE,TRUE,3475088,0,8,11588393.56,5
1,Indianapolis,TRUE,TRUE,2422811,977893,8,11588393.56,5
1,Knoxville,TRUE,TRUE,0,0,8,11588393.56,5
1,Louisville,TRUE,TRUE,0,0,8,11588393.56,5
1,Memphis,TRUE,TRUE,0,390229,8,11588393.56,5
1,Nashville,TRUE,TRUE,0,0,8,11588393.56,5
1,Pittsburgh,TRUE,TRUE,1466489,0,8,11588393.56,5
1,Atlanta,TRUE,TRUE,450054,0,9,11574900.25,5
1,Charleston,TRUE,TRUE,1635612,0,9,11574900.25,5
1,Charlotte,TRUE,TRUE,0,0,9,11574900.25,5
1,Chattanooga,TRUE,TRUE,0,0,9,11574900.25,5
1,Chicago,TRUE,TRUE,0,513058,9,11574900.25,5
1,Cincinnati,TRUE,TRUE,0,0,9,11574900.25,5
1,Dallas,TRUE,TRUE,0,3310094,9,11574900.25,5
1,Denver,TRUE,TRUE,0,2846338,9,11574900.25,5
1,Greenville,TRUE,TRUE,3022940,0,9,11574900.25,5
1,Indianapolis,TRUE,TRUE,2424905,994970,9,11574900.25,5
1,Knoxville,TRUE,TRUE,0,0,9,11574900.25,5
1,Louisville,TRUE,TRUE,0,0,9,11574900.25,5
1,Memphis,TRUE,TRUE,0,390229,9,11574900.25,5
1,Nashville,TRUE,TRUE,0,0,9,11574900.25,5
1,Pittsburgh,TRUE,TRUE,1466489,0,9,11574900.25,5
1,Atlanta,TRUE,TRUE,450054,0,10,11563181.92,5
1,Charleston,TRUE,TRUE,1635612,0,10,11563181.92,5
1,Charlotte,TRUE,TRUE,268921,0,10,11563181.92,5
1,Chattanooga,TRUE,TRUE,0,0,10,11563181.92,5
1,Chicago,TRUE,TRUE,0,513058,10,11563181.92,5
1,Cincinnati,TRUE,TRUE,0,0,10,11563181.92,5
1,Dallas,TRUE,TRUE,0,3310094,10,11563181.92,5
1,Denver,TRUE,TRUE,0,2846338,10,11563181.92,5
1,Greenville,TRUE,TRUE,2811088,0,10,11563181.92,5
1,Indianapolis,TRUE,TRUE,2367836,994970,10,11563181.92,5
1,Knoxville,TRUE,TRUE,0,0,10,11563181.92,5
1,Louisville,TRUE,TRUE,0,0,10,11563181.92,5
1,Memphis,TRUE,TRUE,0,390229,10,11563181.92,5
1,Nashville,TRUE,TRUE,0,0,10,11563181.92,5
1,Pittsburgh,TRUE,TRUE,1466489,0,10,11563181.92,5
1,Atlanta,TRUE,TRUE,343921,0,11,11556261.47,5
1,Charleston,TRUE,TRUE,1635612,0,11,11556261.47,5
1,Charlotte,TRUE,TRUE,268921,0,11,11556261.47,5
1,Chattanooga,TRUE,TRUE,0,0,11,11556261.47,5
1,Chicago,TRUE,TRUE,0,651316,11,11556261.47,5
1,Cincinnati,TRUE,TRUE,0,0,11,11556261.47,5
1,Dallas,TRUE,TRUE,0,3298787,11,11556261.47,5
1,Denver,TRUE,TRUE,0,2909222,11,11556261.47,5
1,Greenville,TRUE,TRUE,3459868,0,11,11556261.47,5
1,Indianapolis,TRUE,TRUE,1881106,576345,11,11556261.47,5
1,Knoxville,TRUE,TRUE,0,0,11,11556261.47,5
1,Louisville,TRUE,TRUE,0,0,11,11556261.47,5
1,Memphis,TRUE,TRUE,0,325415,11,11556261.47,5
1,Nashville,TRUE,TRUE,0,293604,11,11556261.47,5
1,Pittsburgh,TRUE,TRUE,1410572,0,11,11556261.47,5
1,Atlanta,TRUE,TRUE,368717,0,12,11554957.93,5
1,Charleston,TRUE,TRUE,1635612,0,12,11554957.93,5
1,Charlotte,TRUE,TRUE,268921,0,12,11554957.93,5
1,Chattanooga,TRUE,TRUE,0,0,12,11554957.93,5
1,Chicago,TRUE,TRUE,0,513058,12,11554957.93,5
1,Cincinnati,TRUE,TRUE,0,0,12,11554957.93,5
1,Dallas,TRUE,TRUE,0,3298787,12,11554957.93,5
1,Denver,TRUE,TRUE,0,2846338,12,11554957.93,5
1,Greenville,TRUE,TRUE,2642260,0,12,11554957.93,5
1,Indianapolis,TRUE,TRUE,2256704,1071091,12,11554957.93,5
1,Knoxville,TRUE,TRUE,198047,0,12,11554957.93,5
1,Louisville,TRUE,TRUE,0,0,12,11554957.93,5
1,Memphis,TRUE,TRUE,0,325415,12,11554957.93,5
1,Nashville,TRUE,TRUE,163250,0,12,11554957.93,5
1,Pittsburgh,TRUE,TRUE,1466489,0,12,11554957.93,5
1,Atlanta,TRUE,TRUE,368717,0,13,11554957.93,5
1,Charleston,TRUE,TRUE,1635612,0,13,11554957.93,5
1,Charlotte,TRUE,TRUE,268921,0,13,11554957.93,5
1,Chattanooga,TRUE,TRUE,0,0,13,11554957.93,5
1,Chicago,TRUE,TRUE,0,513058,13,11554957.93,5
1,Cincinnati,TRUE,TRUE,0,0,13,11554957.93,5
1,Dallas,TRUE,TRUE,0,3298787,13,11554957.93,5
1,Denver,TRUE,TRUE,0,2846338,13,11554957.93,5
1,Greenville,TRUE,TRUE,2642260,0,13,11554957.93,5
1,Indianapolis,TRUE,TRUE,2256704,1071091,13,11554957.93,5
1,Knoxville,TRUE,TRUE,198047,0,13,11554957.93,5
1,Louisville,TRUE,TRUE,0,0,13,11554957.93,5
1,Memphis,TRUE,TRUE,0,325415,13,11554957.93,5
1,Nashville,TRUE,TRUE,163250,0,13,11554957.93,5
1,Pittsburgh,TRUE,TRUE,1466489,0,13,11554957.93,5
1,Atlanta,TRUE,TRUE,368717,0,14,11554957.93,5
1,Charleston,TRUE,TRUE,1635612,0,14,11554957.93,5
1,Charlotte,TRUE,TRUE,268921,0,14,11554957.93,5
1,Chattanooga,TRUE,TRUE,0,0,14,11554957.93,5
1,Chicago,TRUE,TRUE,0,513058,14,11554957.93,5
1,Cincinnati,TRUE,TRUE,0,0,14,11554957.93,5
1,Dallas,TRUE,TRUE,0,3298787,14,11554957.93,5
1,Denver,TRUE,TRUE,0,2846338,14,11554957.93,5
1,Greenville,TRUE,TRUE,2642260,0,14,11554957.93,5
1,Indianapolis,TRUE,TRUE,2256704,1071091,14,11554957.93,5
1,Knoxville,TRUE,TRUE,198047,0,14,11554957.93,5
1,Louisville,TRUE,TRUE,0,0,14,11554957.93,5
1,Memphis,TRUE,TRUE,0,325415,14,11554957.93,5
1,Nashville,TRUE,TRUE,163250,0,14,11554957.93,5
1,Pittsburgh,TRUE,TRUE,1466489,0,14,11554957.93,5
1,Atlanta,TRUE,TRUE,368717,0,15,11554957.93,5
1,Charleston,TRUE,TRUE,1635612,0,15,11554957.93,5
1,Charlotte,TRUE,TRUE,268921,0,15,11554957.93,5
1,Chattanooga,TRUE,TRUE,0,0,15,11554957.93,5
1,Chicago,TRUE,TRUE,0,584521,15,11554957.93,5
1,Cincinnati,TRUE,TRUE,0,0,15,11554957.93,5
1,Dallas,TRUE,TRUE,0,3298787,15,11554957.93,5
1,Denver,TRUE,TRUE,0,2922372,15,11554957.93,5
1,Greenville,TRUE,TRUE,2394314,0,15,11554957.93,5
1,Indianapolis,TRUE,TRUE,2760801,760344,15,11554957.93,5
1,Knoxville,TRUE,TRUE,198047,0,15,11554957.93,5
1,Louisville,TRUE,TRUE,0,0,15,11554957.93,5
1,Memphis,TRUE,TRUE,0,325415,15,11554957.93,5
1,Nashville,TRUE,TRUE,0,163250,15,11554957.93,5
1,Pittsburgh,TRUE,TRUE,1373588,0,15,11554957.93,5
1,Atlanta,TRUE,TRUE,0,0,2,12569546.32,4
1,Charleston,TRUE,TRUE,0,0,2,12569546.32,4
1,Charlotte,TRUE,TRUE,0,0,2,12569546.32,4
1,Chattanooga,TRUE,TRUE,0,0,2,12569546.32,4
1,Chicago,TRUE,TRUE,0,0,2,12569546.32,4
1,Cincinnati,TRUE,TRUE,0,0,2,12569546.32,4
1,Dallas,TRUE,TRUE,0,0,2,12569546.32,4
1,Denver,TRUE,TRUE,0,7390682,2,12569546.32,4
1,Greenville,TRUE,TRUE,0,0,2,12569546.32,4
1,Indianapolis,TRUE,TRUE,0,0,2,12569546.32,4
1,Knoxville,TRUE,TRUE,0,0,2,12569546.32,4
1,Louisville,TRUE,TRUE,0,0,2,12569546.32,4
1,Memphis,TRUE,TRUE,0,0,2,12569546.32,4
1,Nashville,TRUE,TRUE,0,0,2,12569546.32,4
1,Pittsburgh,TRUE,TRUE,9000000,664007,2,12569546.32,4
1,Atlanta,TRUE,TRUE,0,0,3,12142364.2,4
1,Charleston,TRUE,TRUE,0,0,3,12142364.2,4
1,Charlotte,TRUE,TRUE,0,0,3,12142364.2,4
1,Chattanooga,TRUE,TRUE,0,0,3,12142364.2,4
1,Chicago,TRUE,TRUE,0,0,3,12142364.2,4
1,Cincinnati,TRUE,TRUE,0,0,3,12142364.2,4
1,Dallas,TRUE,TRUE,0,0,3,12142364.2,4
1,Denver,TRUE,TRUE,0,3912598,3,12142364.2,4
1,Greenville,TRUE,TRUE,0,0,3,12142364.2,4
1,Indianapolis,TRUE,TRUE,5555688,4142091,3,12142364.2,4
1,Knoxville,TRUE,TRUE,0,0,3,12142364.2,4
1,Louisville,TRUE,TRUE,0,0,3,12142364.2,4
1,Memphis,TRUE,TRUE,0,0,3,12142364.2,4
1,Nashville,TRUE,TRUE,0,0,3,12142364.2,4
1,Pittsburgh,TRUE,TRUE,3444312,0,3,12142364.2,4
1,Atlanta,TRUE,TRUE,0,0,4,11852429.49,4
1,Charleston,TRUE,TRUE,0,0,4,11852429.49,4
1,Charlotte,TRUE,TRUE,0,0,4,11852429.49,4
1,Chattanooga,TRUE,TRUE,0,0,4,11852429.49,4
1,Chicago,TRUE,TRUE,0,0,4,11852429.49,4
1,Cincinnati,TRUE,TRUE,0,0,4,11852429.49,4
1,Dallas,TRUE,TRUE,0,5119009,4,11852429.49,4
1,Denver,TRUE,TRUE,0,2935680,4,11852429.49,4
1,Greenville,TRUE,TRUE,5224892,0,4,11852429.49,4
1,Indianapolis,TRUE,TRUE,0,0,4,11852429.49,4
1,Knoxville,TRUE,TRUE,0,0,4,11852429.49,4
1,Louisville,TRUE,TRUE,0,0,4,11852429.49,4
1,Memphis,TRUE,TRUE,0,0,4,11852429.49,4
1,Nashville,TRUE,TRUE,0,0,4,11852429.49,4
1,Pittsburgh,TRUE,TRUE,3775108,0,4,11852429.49,4
1,Atlanta,TRUE,TRUE,0,0,5,11657265.78,4
1,Charleston,TRUE,TRUE,0,0,5,11657265.78,4
1,Charlotte,TRUE,TRUE,0,0,5,11657265.78,4
1,Chattanooga,TRUE,TRUE,0,0,5,11657265.78,4
1,Chicago,TRUE,TRUE,0,0,5,11657265.78,4
1,Cincinnati,TRUE,TRUE,0,0,5,11657265.78,4
1,Dallas,TRUE,TRUE,0,3667652,5,11657265.78,4
1,Denver,TRUE,TRUE,0,2889820,5,11657265.78,4
1,Greenville,TRUE,TRUE,3628658,0,5,11657265.78,4
1,Indianapolis,TRUE,TRUE,2894927,1497217,5,11657265.78,4
1,Knoxville,TRUE,TRUE,0,0,5,11657265.78,4
1,Louisville,TRUE,TRUE,0,0,5,11657265.78,4
1,Memphis,TRUE,TRUE,0,0,5,11657265.78,4
1,Nashville,TRUE,TRUE,0,0,5,11657265.78,4
1,Pittsburgh,TRUE,TRUE,2476415,0,5,11657265.78,4
1,Atlanta,TRUE,TRUE,0,0,6,11630776.38,4
1,Charleston,TRUE,TRUE,1635612,0,6,11630776.38,4
1,Charlotte,TRUE,TRUE,0,0,6,11630776.38,4
1,Chattanooga,TRUE,TRUE,0,0,6,11630776.38,4
1,Chicago,TRUE,TRUE,0,0,6,11630776.38,4
1,Cincinnati,TRUE,TRUE,0,0,6,11630776.38,4
1,Dallas,TRUE,TRUE,0,3667652,6,11630776.38,4
1,Denver,TRUE,TRUE,0,2889820,6,11630776.38,4
1,Greenville,TRUE,TRUE,3339677,0,6,11630776.38,4
1,Indianapolis,TRUE,TRUE,2711232,1497217,6,11630776.38,4
1,Knoxville,TRUE,TRUE,0,0,6,11630776.38,4
1,Louisville,TRUE,TRUE,0,0,6,11630776.38,4
1,Memphis,TRUE,TRUE,0,0,6,11630776.38,4
1,Nashville,TRUE,TRUE,0,0,6,11630776.38,4
1,Pittsburgh,TRUE,TRUE,1313479,0,6,11630776.38,4
1,Atlanta,TRUE,TRUE,0,0,7,11607942.13,4
1,Charleston,TRUE,TRUE,1635612,0,7,11607942.13,4
1,Charlotte,TRUE,TRUE,0,0,7,11607942.13,4
1,Chattanooga,TRUE,TRUE,0,0,7,11607942.13,4
1,Chicago,TRUE,TRUE,0,513058,7,11607942.13,4
1,Cincinnati,TRUE,TRUE,0,0,7,11607942.13,4
1,Dallas,TRUE,TRUE,0,3653839,7,11607942.13,4
1,Denver,TRUE,TRUE,0,2889820,7,11607942.13,4
1,Greenville,TRUE,TRUE,3434870,0,7,11607942.13,4
1,Indianapolis,TRUE,TRUE,2616039,997972,7,11607942.13,4
1,Knoxville,TRUE,TRUE,0,0,7,11607942.13,4
1,Louisville,TRUE,TRUE,0,0,7,11607942.13,4
1,Memphis,TRUE,TRUE,0,0,7,11607942.13,4
1,Nashville,TRUE,TRUE,0,0,7,11607942.13,4
1,Pittsburgh,TRUE,TRUE,1313479,0,7,11607942.13,4
1,Atlanta,TRUE,TRUE,0,0,8,11588393.56,4
1,Charleston,TRUE,TRUE,1635612,0,8,11588393.56,4
1,Charlotte,TRUE,TRUE,0,0,8,11588393.56,4
1,Chattanooga,TRUE,TRUE,0,0,8,11588393.56,4
1,Chicago,TRUE,TRUE,0,597671,8,11588393.56,4
1,Cincinnati,TRUE,TRUE,0,0,8,11588393.56,4
1,Dallas,TRUE,TRUE,0,3300226,8,11588393.56,4
1,Denver,TRUE,TRUE,0,2876670,8,11588393.56,4
1,Greenville,TRUE,TRUE,3148682,0,8,11588393.56,4
1,Indianapolis,TRUE,TRUE,2902227,862948,8,11588393.56,4
1,Knoxville,TRUE,TRUE,0,0,8,11588393.56,4
1,Louisville,TRUE,TRUE,0,0,8,11588393.56,4
1,Memphis,TRUE,TRUE,0,417174,8,11588393.56,4
1,Nashville,TRUE,TRUE,0,0,8,11588393.56,4
1,Pittsburgh,TRUE,TRUE,1313479,0,8,11588393.56,4
1,Atlanta,TRUE,TRUE,450054,0,9,11574900.25,4
1,Charleston,TRUE,TRUE,1635612,0,9,11574900.25,4
1,Charlotte,TRUE,TRUE,0,0,9,11574900.25,4
1,Chattanooga,TRUE,TRUE,0,0,9,11574900.25,4
1,Chicago,TRUE,TRUE,0,651316,9,11574900.25,4
1,Cincinnati,TRUE,TRUE,0,0,9,11574900.25,4
1,Dallas,TRUE,TRUE,0,3310094,9,11574900.25,4
1,Denver,TRUE,TRUE,0,2881055,9,11574900.25,4
1,Greenville,TRUE,TRUE,3801499,0,9,11574900.25,4
1,Indianapolis,TRUE,TRUE,2288785,821995,9,11574900.25,4
1,Knoxville,TRUE,TRUE,0,0,9,11574900.25,4
1,Louisville,TRUE,TRUE,0,0,9,11574900.25,4
1,Memphis,TRUE,TRUE,0,390229,9,11574900.25,4
1,Nashville,TRUE,TRUE,0,0,9,11574900.25,4
1,Pittsburgh,TRUE,TRUE,824050,0,9,11574900.25,4
1,Atlanta,TRUE,TRUE,450054,0,10,11563181.92,4
1,Charleston,TRUE,TRUE,1635612,0,10,11563181.92,4
1,Charlotte,TRUE,TRUE,268921,0,10,11563181.92,4
1,Chattanooga,TRUE,TRUE,0,0,10,11563181.92,4
1,Chicago,TRUE,TRUE,0,601441,10,11563181.92,4
1,Cincinnati,TRUE,TRUE,0,0,10,11563181.92,4
1,Dallas,TRUE,TRUE,0,3283149,10,11563181.92,4
1,Denver,TRUE,TRUE,0,2867027,10,11563181.92,4
1,Greenville,TRUE,TRUE,3246155,0,10,11563181.92,4
1,Indianapolis,TRUE,TRUE,2544525,885898,10,11563181.92,4
1,Knoxville,TRUE,TRUE,0,0,10,11563181.92,4
1,Louisville,TRUE,TRUE,0,0,10,11563181.92,4
1,Memphis,TRUE,TRUE,0,417174,10,11563181.92,4
1,Nashville,TRUE,TRUE,0,0,10,11563181.92,4
1,Pittsburgh,TRUE,TRUE,854733,0,10,11563181.92,4
1,Atlanta,TRUE,TRUE,343921,0,11,11556261.47,4
