,DC,Fixed_Den_Pitt,Fixed_Plant_Const,From Camden,From Modesto,Number of DCs,cost,min_time
1,Dallas,FALSE,TRUE,0,0,2,12499323.47,3
1,Denver,FALSE,TRUE,0,4439800,2,12499323.47,3
1,Greenville,FALSE,TRUE,0,0,2,12499323.47,3
1,Indianapolis,FALSE,TRUE,9000000,3614889,2,12499323.47,3
1,Knoxville,FALSE,TRUE,0,0,2,12499323.47,3
1,Louisville,FALSE,TRUE,0,0,2,12499323.47,3
1,Memphis,FALSE,TRUE,0,0,2,12499323.47,3
1,Nashville,FALSE,TRUE,0,0,2,12499323.47,3
1,Pittsburgh,FALSE,TRUE,0,0,2,12499323.47,3
1,Atlanta,FALSE,TRUE,0,0,3,12004419.92,3
1,Charleston,FALSE,TRUE,0,0,3,12004419.92,3
1,Charlotte,FALSE,TRUE,0,0,3,12004419.92,3
1,Chattanooga,FALSE,TRUE,0,0,3,12004419.92,3
1,Chicago,FALSE,TRUE,0,0,3,12004419.92,3
1,Cincinnati,FALSE,TRUE,0,0,3,12004419.92,3
1,Dallas,FALSE,TRUE,0,4708485,3,12004419.92,3
1,Denver,FALSE,TRUE,0,2922372,3,12004419.92,3
1,Greenville,FALSE,TRUE,0,0,3,12004419.92,3
1,Indianapolis,FALSE,TRUE,9000000,423832,3,12004419.92,3
1,Knoxville,FALSE,TRUE,0,0,3,12004419.92,3
1,Louisville,FALSE,TRUE,0,0,3,12004419.92,3
1,Memphis,FALSE,TRUE,0,0,3,12004419.92,3
1,Nashville,FALSE,TRUE,0,0,3,12004419.92,3
1,Pittsburgh,FALSE,TRUE,0,0,3,12004419.92,3
1,Atlanta,FALSE,TRUE,0,0,4,11777307.11,3
1,Charleston,FALSE,TRUE,0,0,4,11777307.11,3
1,Charlotte,FALSE,TRUE,0,0,4,11777307.11,3
1,Chattanooga,FALSE,TRUE,0,0,4,11777307.11,3
1,Chicago,FALSE,TRUE,0,0,4,11777307.11,3
1,Cincinnati,FALSE,TRUE,0,0,4,11777307.11,3
1,Dallas,FALSE,TRUE,0,3667652,4,11777307.11,3
1,Denver,FALSE,TRUE,0,2876670,4,11777307.11,3
1,Greenville,FALSE,TRUE,4556884,0,4,11777307.11,3
1,Indianapolis,FALSE,TRUE,4443116,1510367,4,11777307.11,3
1,Knoxville,FALSE,TRUE,0,0,4,11777307.11,3
1,Louisville,FALSE,TRUE,0,0,4,11777307.11,3
1,Memphis,FALSE,TRUE,0,0,4,11777307.11,3
1,Nashville,FALSE,TRUE,0,0,4,11777307.11,3
1,Pittsburgh,FALSE,TRUE,0,0,4,11777307.11,3
1,Atlanta,FALSE,TRUE,0,0,5,11695059.83,3
1,Charleston,FALSE,TRUE,0,0,5,11695059.83,3
1,Charlotte,FALSE,TRUE,0,0,5,11695059.83,3
1,Chattanooga,FALSE,TRUE,0,0,5,11695059.83,3
1,Chicago,FALSE,TRUE,0,0,5,11695059.83,3
1,Cincinnati,FALSE,TRUE,0,0,5,11695059.83,3
1,Dallas,FALSE,TRUE,0,3667652,5,11695059.83,3
1,Denver,FALSE,TRUE,0,2876670,5,11695059.83,3
1,Greenville,FALSE,TRUE,3658419,0,5,11695059.83,3
1,Indianapolis,FALSE,TRUE,2823861,1510367,5,11695059.83,3
1,Knoxville,FALSE,TRUE,0,0,5,11695059.83,3
1,Louisville,FALSE,TRUE,0,0,5,11695059.83,3
1,Memphis,FALSE,TRUE,0,0,5,11695059.83,3
1,Nashville,FALSE,TRUE,0,0,5,11695059.83,3
1,Pittsburgh,FALSE,TRUE,2517720,0,5,11695059.83,3
1,Atlanta,FALSE,TRUE,0,0,6,11661863.3,3
1,Charleston,FALSE,TRUE,0,0,6,11661863.3,3
1,Charlotte,FALSE,TRUE,0,0,6,11661863.3,3
1,Chattanooga,FALSE,TRUE,0,0,6,11661863.3,3
1,Chicago,FALSE,TRUE,0,0,6,11661863.3,3
1,Cincinnati,FALSE,TRUE,0,0,6,11661863.3,3
1,Dallas,FALSE,TRUE,0,3340984,6,11661863.3,3
1,Denver,FALSE,TRUE,0,2864033,6,11661863.3,3
1,Greenville,FALSE,TRUE,3588106,0,6,11661863.3,3
1,Indianapolis,FALSE,TRUE,2894174,1446806,6,11661863.3,3
1,Knoxville,FALSE,TRUE,0,0,6,11661863.3,3
1,Louisville,FALSE,TRUE,0,0,6,11661863.3,3
1,Memphis,FALSE,TRUE,0,402866,6,11661863.3,3
1,Nashville,FALSE,TRUE,0,0,6,11661863.3,3
1,Pittsburgh,FALSE,TRUE,2517720,0,6,11661863.3,3
1,Atlanta,FALSE,TRUE,0,0,7,11635373.9,3
1,Charleston,FALSE,TRUE,1635612,0,7,11635373.9,3
1,Charlotte,FALSE,TRUE,0,0,7,11635373.9,3
1,Chattanooga,FALSE,TRUE,0,0,7,11635373.9,3
1,Chicago,FALSE,TRUE,0,0,7,11635373.9,3
1,Cincinnati,FALSE,TRUE,0,0,7,11635373.9,3
1,Dallas,FALSE,TRUE,0,3329677,7,11635373.9,3
1,Denver,FALSE,TRUE,0,2864033,7,11635373.9,3
1,Greenville,FALSE,TRUE,3318582,0,7,11635373.9,3
1,Indianapolis,FALSE,TRUE,2691022,1446806,7,11635373.9,3
1,Knoxville,FALSE,TRUE,0,0,7,11635373.9,3
1,Louisville,FALSE,TRUE,0,0,7,11635373.9,3
1,Memphis,FALSE,TRUE,0,414173,7,11635373.9,3
1,Nashville,FALSE,TRUE,0,0,7,11635373.9,3
1,Pittsburgh,FALSE,TRUE,1354784,0,7,11635373.9,3
1,Atlanta,FALSE,TRUE,0,0,8,11612539.65,3
1,Charleston,FALSE,TRUE,1635612,0,8,11612539.65,3
1,Charlotte,FALSE,TRUE,0,0,8,11612539.65,3
1,Chattanooga,FALSE,TRUE,0,0,8,11612539.65,3
1,Chicago,FALSE,TRUE,0,597671,8,11612539.65,3
1,Cincinnati,FALSE,TRUE,0,0,8,11612539.65,3
1,Dallas,FALSE,TRUE,0,3327171,8,11612539.65,3
1,Denver,FALSE,TRUE,0,2864033,8,11612539.65,3
1,Greenville,FALSE,TRUE,3341093,0,8,11612539.65,3
1,Indianapolis,FALSE,TRUE,2668511,862948,8,11612539.65,3
1,Knoxville,FALSE,TRUE,0,0,8,11612539.65,3
1,Louisville,FALSE,TRUE,0,0,8,11612539.65,3
1,Memphis,FALSE,TRUE,0,402866,8,11612539.65,3
1,Nashville,FALSE,TRUE,0,0,8,11612539.65,3
1,Pittsburgh,FALSE,TRUE,1354784,0,8,11612539.65,3
1,Atlanta,FALSE,TRUE,450054,0,9,11599046.34,3
1,Charleston,FALSE,TRUE,1635612,0,9,11599046.34,3
1,Charlotte,FALSE,TRUE,0,0,9,11599046.34,3
1,Chattanooga,FALSE,TRUE,0,0,9,11599046.34,3
1,Chicago,FALSE,TRUE,0,597671,9,11599046.34,3
1,Cincinnati,FALSE,TRUE,0,0,9,11599046.34,3
1,Dallas,FALSE,TRUE,0,3310094,9,11599046.34,3
1,Denver,FALSE,TRUE,0,2864033,9,11599046.34,3
1,Greenville,FALSE,TRUE,3032271,0,9,11599046.34,3
1,Indianapolis,FALSE,TRUE,2527279,880025,9,11599046.34,3
1,Knoxville,FALSE,TRUE,0,0,9,11599046.34,3
1,Louisville,FALSE,TRUE,0,0,9,11599046.34,3
1,Memphis,FALSE,TRUE,0,402866,9,11599046.34,3
1,Nashville,FALSE,TRUE,0,0,9,11599046.34,3
1,Pittsburgh,FALSE,TRUE,1354784,0,9,11599046.34,3
1,Atlanta,FALSE,TRUE,450054,0,10,11587328.01,3
1,Charleston,FALSE,TRUE,1635612,0,10,11587328.01,3
1,Charlotte,FALSE,TRUE,268921,0,10,11587328.01,3
1,Chattanooga,FALSE,TRUE,0,0,10,11587328.01,3
1,Chicago,FALSE,TRUE,0,597671,10,11587328.01,3
1,Cincinnati,FALSE,TRUE,0,0,10,11587328.01,3
1,Dallas,FALSE,TRUE,0,3298787,10,11587328.01,3
1,Denver,FALSE,TRUE,0,2864033,10,11587328.01,3
1,Greenville,FALSE,TRUE,2732019,0,10,11587328.01,3
1,Indianapolis,FALSE,TRUE,2558610,880025,10,11587328.01,3
1,Knoxville,FALSE,TRUE,0,0,10,11587328.01,3
1,Louisville,FALSE,TRUE,0,0,10,11587328.01,3
1,Memphis,FALSE,TRUE,0,414173,10,11587328.01,3
1,Nashville,FALSE,TRUE,0,0,10,11587328.01,3
1,Pittsburgh,FALSE,TRUE,1354784,0,10,11587328.01,3
1,Atlanta,FALSE,TRUE,368717,0,11,11580407.56,3
1,Charleston,FALSE,TRUE,1635612,0,11,11580407.56,3
1,Charlotte,FALSE,TRUE,268921,0,11,11580407.56,3
1,Chattanooga,FALSE,TRUE,0,0,11,11580407.56,3
1,Chicago,FALSE,TRUE,0,651316,11,11580407.56,3
1,Cincinnati,FALSE,TRUE,0,0,11,11580407.56,3
1,Dallas,FALSE,TRUE,0,3271842,11,11580407.56,3
1,Denver,FALSE,TRUE,0,2896585,11,11580407.56,3
1,Greenville,FALSE,TRUE,3849033,0,11,11580407.56,3
1,Indianapolis,FALSE,TRUE,1470383,869949,11,11580407.56,3
1,Knoxville,FALSE,TRUE,0,0,11,11580407.56,3
1,Louisville,FALSE,TRUE,0,0,11,11580407.56,3
1,Memphis,FALSE,TRUE,0,364997,11,11580407.56,3
1,Nashville,FALSE,TRUE,293604,0,11,11580407.56,3
1,Pittsburgh,FALSE,TRUE,1113730,0,11,11580407.56,3
1,Atlanta,FALSE,TRUE,368717,0,12,11579104.02,3
1,Charleston,FALSE,TRUE,1635612,0,12,11579104.02,3
1,Charlotte,FALSE,TRUE,268921,0,12,11579104.02,3
1,Chattanooga,FALSE,TRUE,0,0,12,11579104.02,3
1,Chicago,FALSE,TRUE,0,597671,12,11579104.02,3
1,Cincinnati,FALSE,TRUE,0,0,12,11579104.02,3
1,Dallas,FALSE,TRUE,0,3298787,12,11579104.02,3
1,Denver,FALSE,TRUE,0,2864033,12,11579104.02,3
1,Greenville,FALSE,TRUE,2630884,0,12,11579104.02,3
1,Indianapolis,FALSE,TRUE,2610728,792896,12,11579104.02,3
1,Knoxville,FALSE,TRUE,130354,0,12,11579104.02,3
1,Louisville,FALSE,TRUE,0,0,12,11579104.02,3
1,Memphis,FALSE,TRUE,0,359326,12,11579104.02,3
1,Nashville,FALSE,TRUE,0,141976,12,11579104.02,3
1,Pittsburgh,FALSE,TRUE,1354784,0,12,11579104.02,3
1,Atlanta,FALSE,TRUE,368717,0,13,11579104.02,3
1,Charleston,FALSE,TRUE,1635612,0,13,11579104.02,3
1,Charlotte,FALSE,TRUE,268921,0,13,11579104.02,3
1,Chattanooga,FALSE,TRUE,0,0,13,11579104.02,3
1,Chicago,FALSE,TRUE,0,597671,13,11579104.02,3
1,Cincinnati,FALSE,TRUE,0,0,13,11579104.02,3
1,Dallas,FALSE,TRUE,0,3298787,13,11579104.02,3
1,Denver,FALSE,TRUE,0,2864033,13,11579104.02,3
1,Greenville,FALSE,TRUE,2630884,0,13,11579104.02,3
1,Indianapolis,FALSE,TRUE,2610728,792896,13,11579104.02,3
1,Knoxville,FALSE,TRUE,130354,0,13,11579104.02,3
1,Louisville,FALSE,TRUE,0,0,13,11579104.02,3
1,Memphis,FALSE,TRUE,0,359326,13,11579104.02,3
1,Nashville,FALSE,TRUE,0,141976,13,11579104.02,3
1,Pittsburgh,FALSE,TRUE,1354784,0,13,11579104.02,3
1,Atlanta,FALSE,TRUE,368717,0,14,11579104.02,3
1,Charleston,FALSE,TRUE,1635612,0,14,11579104.02,3
1,Charlotte,FALSE,TRUE,268921,0,14,11579104.02,3
1,Chattanooga,FALSE,TRUE,0,0,14,11579104.02,3
1,Chicago,FALSE,TRUE,0,597671,14,11579104.02,3
1,Cincinnati,FALSE,TRUE,0,0,14,11579104.02,3
1,Dallas,FALSE,TRUE,0,3298787,14,11579104.02,3
1,Denver,FALSE,TRUE,0,2864033,14,11579104.02,3
1,Greenville,FALSE,TRUE,2630884,0,14,11579104.02,3
1,Indianapolis,FALSE,TRUE,2610728,792896,14,11579104.02,3
1,Knoxville,FALSE,TRUE,130354,0,14,11579104.02,3
1,Louisville,FALSE,TRUE,0,0,14,11579104.02,3
1,Memphis,FALSE,TRUE,0,359326,14,11579104.02,3
1,Nashville,FALSE,TRUE,0,141976,14,11579104.02,3
1,Pittsburgh,FALSE,TRUE,1354784,0,14,11579104.02,3
1,Atlanta,FALSE,TRUE,368717,0,15,11579104.02,3
1,Charleston,FALSE,TRUE,1635612,0,15,11579104.02,3
1,Charlotte,FALSE,TRUE,268921,0,15,11579104.02,3
1,Chattanooga,FALSE,TRUE,0,0,15,11579104.02,3
1,Chicago,FALSE,TRUE,0,547796,15,11579104.02,3
1,Cincinnati,FALSE,TRUE,0,0,15,11579104.02,3
1,Dallas,FALSE,TRUE,0,3271842,15,11579104.02,3
1,Denver,FALSE,TRUE,0,2896585,15,11579104.02,3
1,Greenville,FALSE,TRUE,3512280,0,15,11579104.02,3
1,Indianapolis,FALSE,TRUE,1554702,973469,15,11579104.02,3
1,Knoxville,FALSE,TRUE,130354,0,15,11579104.02,3
1,Louisville,FALSE,TRUE,0,0,15,11579104.02,3
1,Memphis,FALSE,TRUE,0,364997,15,11579104.02,3
1,Nashville,FALSE,TRUE,163250,0,15,11579104.02,3
1,Pittsburgh,FALSE,TRUE,1366164,0,15,11579104.02,3
1,Atlanta,FALSE,TRUE,0,0,2,17467223.99,2
1,Charleston,FALSE,TRUE,0,0,2,17467223.99,2
1,Charlotte,FALSE,TRUE,0,0,2,17467223.99,2
1,Chattanooga,FALSE,TRUE,0,0,2,17467223.99,2
1,Chicago,FALSE,TRUE,0,0,2,17467223.99,2
1,Cincinnati,FALSE,TRUE,0,0,2,17467223.99,2
1,Dallas,FALSE,TRUE,0,7558895,2,17467223.99,2
1,Denver,FALSE,TRUE,0,0,2,17467223.99,2
1,Greenville,FALSE,TRUE,9000000,495794,2,17467223.99,2
1,Indianapolis,FALSE,TRUE,0,0,2,17467223.99,2
1,Knoxville,FALSE,TRUE,0,0,2,17467223.99,2
1,Louisville,FALSE,TRUE,0,0,2,17467223.99,2
1,Memphis,FALSE,TRUE,0,0,2,17467223.99,2
1,Nashville,FALSE,TRUE,0,0,2,17467223.99,2
1,Pittsburgh,FALSE,TRUE,0,0,2,17467223.99,2
1,Atlanta,FALSE,TRUE,0,0,3,16145769.62,2
1,Charleston,FALSE,TRUE,0,0,3,16145769.62,2
1,Charlotte,FALSE,TRUE,0,0,3,16145769.62,2
1,Chattanooga,FALSE,TRUE,0,0,3,16145769.62,2
1,Chicago,FALSE,TRUE,135288,2114674,3,16145769.62,2
1,Cincinnati,FALSE,TRUE,0,0,3,16145769.62,2
1,Dallas,FALSE,TRUE,0,5940015,3,16145769.62,2
1,Denver,FALSE,TRUE,0,0,3,16145769.62,2
1,Greenville,FALSE,TRUE,8864712,0,3,16145769.62,2
1,Indianapolis,FALSE,TRUE,0,0,3,16145769.62,2
1,Knoxville,FALSE,TRUE,0,0,3,16145769.62,2
1,Louisville,FALSE,TRUE,0,0,3,16145769.62,2
1,Memphis,FALSE,TRUE,0,0,3,16145769.62,2
1,Nashville,FALSE,TRUE,0,0,3,16145769.62,2
1,Pittsburgh,FALSE,TRUE,0,0,3,16145769.62,2
1,Atlanta,FALSE,TRUE,0,0,4,15228190.31,2
1,Charleston,FALSE,TRUE,0,0,4,15228190.31,2
1,Charlotte,FALSE,TRUE,0,0,4,15228190.31,2
1,Chattanooga,FALSE,TRUE,0,0,4,15228190.31,2
1,Chicago,FALSE,TRUE,135288,2100920,4,15228190.31,2
1,Cincinnati,FALSE,TRUE,0,0,4,15228190.31,2
1,Dallas,FALSE,TRUE,0,3001420,4,15228190.31,2
1,Denver,FALSE,TRUE,0,2952349,4,15228190.31,2
1,Greenville,FALSE,TRUE,8864712,0,4,15228190.31,2
1,Indianapolis,FALSE,TRUE,0,0,4,15228190.31,2
1,Knoxville,FALSE,TRUE,0,0,4,15228190.31,2
1,Louisville,FALSE,TRUE,0,0,4,15228190.31,2
1,Memphis,FALSE,TRUE,0,0,4,15228190.31,2
1,Nashville,FALSE,TRUE,0,0,4,15228190.31,2
1,Pittsburgh,FALSE,TRUE,0,0,4,15228190.31,2
1,Atlanta,FALSE,TRUE,0,0,5,14628632.38,2
1,Charleston,FALSE,TRUE,0,0,5,14628632.38,2
1,Charlotte,FALSE,TRUE,0,0,5,14628632.38,2
1,Chattanooga,FALSE,TRUE,0,0,5,14628632.38,2
1,Chicago,FALSE,TRUE,0,2100920,5,14628632.38,2
1,Cincinnati,FALSE,TRUE,0,0,5,14628632.38,2
1,Dallas,FALSE,TRUE,0,3001420,5,14628632.38,2
1,Denver,FALSE,TRUE,0,2952349,5,14628632.38,2
1,Greenville,FALSE,TRUE,5555294,0,5,14628632.38,2
1,Indianapolis,FALSE,TRUE,0,0,5,14628632.38,2
1,Knoxville,FALSE,TRUE,0,0,5,14628632.38,2
1,Louisville,FALSE,TRUE,0,0,5,14628632.38,2
1,Memphis,FALSE,TRUE,0,0,5,14628632.38,2
1,Nashville,FALSE,TRUE,0,0,5,14628632.38,2
1,Pittsburgh,FALSE,TRUE,3444706,0,5,14628632.38,2
1,Atlanta,FALSE,TRUE,0,0,6,14558078.95,2
1,Charleston,FALSE,TRUE,0,0,6,14558078.95,2
1,Charlotte,FALSE,TRUE,0,0,6,14558078.95,2
1,Chattanooga,FALSE,TRUE,0,0,6,14558078.95,2
1,Chicago,FALSE,TRUE,0,881686,6,14558078.95,2
1,Cincinnati,FALSE,TRUE,0,0,6,14558078.95,2
1,Dallas,FALSE,TRUE,0,3257429,6,14558078.95,2
1,Denver,FALSE,TRUE,0,2952349,6,14558078.95,2
1,Greenville,FALSE,TRUE,4003067,0,6,14558078.95,2
1,Indianapolis,FALSE,TRUE,2340311,963225,6,14558078.95,2
1,Knoxville,FALSE,TRUE,0,0,6,14558078.95,2
1,Louisville,FALSE,TRUE,0,0,6,14558078.95,2
1,Memphis,FALSE,TRUE,0,0,6,14558078.95,2
1,Nashville,FALSE,TRUE,0,0,6,14558078.95,2
1,Pittsburgh,FALSE,TRUE,2656622,0,6,14558078.95,2
1,Atlanta,FALSE,TRUE,0,0,7,14532337.24,2
1,Charleston,FALSE,TRUE,1560843,0,7,14532337.24,2
1,Charlotte,FALSE,TRUE,0,0,7,14532337.24,2
1,Chattanooga,FALSE,TRUE,0,0,7,14532337.24,2
1,Chicago,FALSE,TRUE,0,931561,7,14532337.24,2
1,Cincinnati,FALSE,TRUE,0,0,7,14532337.24,2
1,Dallas,FALSE,TRUE,0,3257429,7,14532337.24,2
1,Denver,FALSE,TRUE,0,2952349,7,14532337.24,2
1,Greenville,FALSE,TRUE,3522715,0,7,14532337.24,2
1,Indianapolis,FALSE,TRUE,2971036,913350,7,14532337.24,2
1,Knoxville,FALSE,TRUE,0,0,7,14532337.24,2
1,Louisville,FALSE,TRUE,0,0,7,14532337.24,2
1,Memphis,FALSE,TRUE,0,0,7,14532337.24,2
1,Nashville,FALSE,TRUE,0,0,7,14532337.24,2
1,Pittsburgh,FALSE,TRUE,945406,0,7,14532337.24,2
1,Atlanta,FALSE,TRUE,0,0,8,14512636.27,2
1,Charleston,FALSE,TRUE,1560843,0,8,14512636.27,2
1,Charlotte,FALSE,TRUE,0,0,8,14512636.27,2
1,Chattanooga,FALSE,TRUE,0,0,8,14512636.27,2
1,Chicago,FALSE,TRUE,0,881686,8,14512636.27,2
1,Cincinnati,FALSE,TRUE,0,0,8,14512636.27,2
1,Dallas,FALSE,TRUE,0,2934694,8,14512636.27,2
1,Denver,FALSE,TRUE,0,2952349,8,14512636.27,2
1,Greenville,FALSE,TRUE,3843147,0,8,14512636.27,2
1,Indianapolis,FALSE,TRUE,2129512,884424,8,14512636.27,2
1,Knoxville,FALSE,TRUE,0,0,8,14512636.27,2
1,Louisville,FALSE,TRUE,0,0,8,14512636.27,2
1,Memphis,FALSE,TRUE,0,401536,8,14512636.27,2
1,Nashville,FALSE,TRUE,0,0,8,14512636.27,2
1,Pittsburgh,FALSE,TRUE,1466498,0,8,14512636.27,2
1,Atlanta,FALSE,TRUE,450054,0,9,14498972.19,2
1,Charleston,FALSE,TRUE,1560843,0,9,14498972.19,2
1,Charlotte,FALSE,TRUE,0,0,9,14498972.19,2
1,Chattanooga,FALSE,TRUE,0,0,9,14498972.19,2
1,Chicago,FALSE,TRUE,0,881686,9,14498972.19,2
1,Cincinnati,FALSE,TRUE,0,0,9,14498972.19,2
1,Dallas,FALSE,TRUE,0,2934694,9,14498972.19,2
1,Denver,FALSE,TRUE,0,2952349,9,14498972.19,2
1,Greenville,FALSE,TRUE,3447127,0,9,14498972.19,2
1,Indianapolis,FALSE,TRUE,2075478,884424,9,14498972.19,2
1,Knoxville,FALSE,TRUE,0,0,9,14498972.19,2
1,Louisville,FALSE,TRUE,0,0,9,14498972.19,2
1,Memphis,FALSE,TRUE,0,401536,9,14498972.19,2
1,Nashville,FALSE,TRUE,0,0,9,14498972.19,2
1,Pittsburgh,FALSE,TRUE,1466498,0,9,14498972.19,2
1,Atlanta,FALSE,TRUE,450054,0,10,14487253.86,2
1,Charleston,FALSE,TRUE,1560843,0,10,14487253.86,2
1,Charlotte,FALSE,TRUE,268921,0,10,14487253.86,2
1,Chattanooga,FALSE,TRUE,0,0,10,14487253.86,2
1,Chicago,FALSE,TRUE,0,881686,10,14487253.86,2
1,Cincinnati,FALSE,TRUE,0,0,10,14487253.86,2
1,Dallas,FALSE,TRUE,0,2934694,10,14487253.86,2
1,Denver,FALSE,TRUE,0,2952349,10,14487253.86,2
1,Greenville,FALSE,TRUE,3238318,0,10,14487253.86,2
1,Indianapolis,FALSE,TRUE,2015366,884424,10,14487253.86,2
1,Knoxville,FALSE,TRUE,0,0,10,14487253.86,2
1,Louisville,FALSE,TRUE,0,0,10,14487253.86,2
1,Memphis,FALSE,TRUE,0,401536,10,14487253.86,2
1,Nashville,FALSE,TRUE,0,0,10,14487253.86,2
1,Pittsburgh,FALSE,TRUE,1466498,0,10,14487253.86,2
1,Atlanta,FALSE,TRUE,343921,0,11,14480333.41,2
1,Charleston,FALSE,TRUE,1560843,0,11,14480333.41,2
1,Charlotte,FALSE,TRUE,268921,0,11,14480333.41,2
1,Chattanooga,FALSE,TRUE,0,0,11,14480333.41,2
1,Chicago,FALSE,TRUE,0,985206,11,14480333.41,2
1,Cincinnati,FALSE,TRUE,0,0,11,14480333.41,2
1,Dallas,FALSE,TRUE,0,2919056,11,14480333.41,2
1,Denver,FALSE,TRUE,0,2952349,11,14480333.41,2
1,Greenville,FALSE,TRUE,4080659,0,11,14480333.41,2
1,Indianapolis,FALSE,TRUE,1662435,780904,11,14480333.41,2
1,Knoxville,FALSE,TRUE,0,0,11,14480333.41,2
1,Louisville,FALSE,TRUE,0,0,11,14480333.41,2
1,Memphis,FALSE,TRUE,0,417174,11,14480333.41,2
1,Nashville,FALSE,TRUE,217483,2.58E-06,11,14480333.41,2
1,Pittsburgh,FALSE,TRUE,865738,0,11,14480333.41,2
1,Atlanta,FALSE,TRUE,368717,0,12,14479029.87,2
1,Charleston,FALSE,TRUE,1560843,0,12,14479029.87,2
1,Charlotte,FALSE,TRUE,268921,0,12,14479029.87,2
1,Chattanooga,FALSE,TRUE,0,0,12,14479029.87,2
1,Chicago,FALSE,TRUE,0,881686,12,14479029.87,2
1,Cincinnati,FALSE,TRUE,0,0,12,14479029.87,2
1,Dallas,FALSE,TRUE,0,2934694,12,14479029.87,2
1,Denver,FALSE,TRUE,0,2952349,12,14479029.87,2
1,Greenville,FALSE,TRUE,3137183,0,12,14479029.87,2
1,Indianapolis,FALSE,TRUE,1904234,960545,12,14479029.87,2
1,Knoxville,FALSE,TRUE,130354,0,12,14479029.87,2
1,Louisville,FALSE,TRUE,0,0,12,14479029.87,2
1,Memphis,FALSE,TRUE,0,325415,12,14479029.87,2
1,Nashville,FALSE,TRUE,163250,0,12,14479029.87,2
1,Pittsburgh,FALSE,TRUE,1466498,0,12,14479029.87,2
1,Atlanta,FALSE,TRUE,368717,0,13,14479029.87,2
1,Charleston,FALSE,TRUE,1560843,0,13,14479029.87,2
1,Charlotte,FALSE,TRUE,268921,0,13,14479029.87,2
1,Chattanooga,FALSE,TRUE,0,0,13,14479029.87,2
1,Chicago,FALSE,TRUE,0,881686,13,14479029.87,2
1,Cincinnati,FALSE,TRUE,0,0,13,14479029.87,2
1,Dallas,FALSE,TRUE,0,2934694,13,14479029.87,2
1,Denver,FALSE,TRUE,0,2952349,13,14479029.87,2
1,Greenville,FALSE,TRUE,3137183,0,13,14479029.87,2
1,Indianapolis,FALSE,TRUE,1904234,960545,13,14479029.87,2
1,Knoxville,FALSE,TRUE,130354,0,13,14479029.87,2
1,Louisville,FALSE,TRUE,0,0,13,14479029.87,2
1,Memphis,FALSE,TRUE,0,325415,13,14479029.87,2
1,Nashville,FALSE,TRUE,163250,0,13,14479029.87,2
1,Pittsburgh,FALSE,TRUE,1466498,0,13,14479029.87,2
1,Atlanta,FALSE,TRUE,368717,0,14,14479029.87,2
1,Charleston,FALSE,TRUE,1560843,0,14,14479029.87,2
1,Charlotte,FALSE,TRUE,268921,0,14,14479029.87,2
1,Chattanooga,FALSE,TRUE,0,0,14,14479029.87,2
1,Chicago,FALSE,TRUE,0,881686,14,14479029.87,2
1,Cincinnati,FALSE,TRUE,0,0,14,14479029.87,2
1,Dallas,FALSE,TRUE,0,2934694,14,14479029.87,2
1,Denver,FALSE,TRUE,0,2952349,14,14479029.87,2
1,Greenville,FALSE,TRUE,3137183,0,14,14479029.87,2
1,Indianapolis,FALSE,TRUE,1904234,960545,14,14479029.87,2
1,Knoxville,FALSE,TRUE,130354,0,14,14479029.87,2
1,Louisville,FALSE,TRUE,0,0,14,14479029.87,2
1,Memphis,FALSE,TRUE,0,325415,14,14479029.87,2
1,Nashville,FALSE,TRUE,163250,0,14,14479029.87,2
1,Pittsburgh,FALSE,TRUE,1466498,0,14,14479029.87,2
1,Atlanta,FALSE,TRUE,368717,0,15,14479029.87,2
1,Charleston,FALSE,TRUE,1560843,0,15,14479029.87,2
1,Charlotte,FALSE,TRUE,268921,0,15,14479029.87,2
1,Chattanooga,FALSE,TRUE,0,0,15,14479029.87,2
1,Chicago,FALSE,TRUE,0,900624,15,14479029.87,2
1,Cincinnati,FALSE,TRUE,0,0,15,14479029.87,2
1,Dallas,FALSE,TRUE,0,2934694,15,14479029.87,2
1,Denver,FALSE,TRUE,0,2952349,15,14479029.87,2
1,Greenville,FALSE,TRUE,3050839,0,15,14479029.87,2
1,Indianapolis,FALSE,TRUE,2512168,913307,15,14479029.87,2
1,Knoxville,FALSE,TRUE,130354,0,15,14479029.87,2
1,Louisville,FALSE,TRUE,0,0,15,14479029.87,2
1,Memphis,FALSE,TRUE,0,353715,15,14479029.87,2
1,Nashville,FALSE,TRUE,134950,0,15,14479029.87,2
1,Pittsburgh,FALSE,TRUE,973208,0,15,14479029.87,2
1,Atlanta,FALSE,TRUE,0,0,2,27830320.37,1
1,Charleston,FALSE,TRUE,0,0,2,27830320.37,1
1,Charlotte,FALSE,TRUE,0,0,2,27830320.37,1
1,Chattanooga,FALSE,TRUE,0,0,2,27830320.37,1
1,Chicago,FALSE,TRUE,0,0,2,27830320.37,1
1,Cincinnati,FALSE,TRUE,0,0,2,27830320.37,1
1,Dallas,FALSE,TRUE,0,7345718,2,27830320.37,1
1,Denver,FALSE,TRUE,0,0,2,27830320.37,1
1,Greenville,FALSE,TRUE,0,0,2,27830320.37,1
1,Indianapolis,FALSE,TRUE,9000000,708971,2,27830320.37,1
1,Knoxville,FALSE,TRUE,0,0,2,27830320.37,1
1,Louisville,FALSE,TRUE,0,0,2,27830320.37,1
